price,Тип жилья,Комнатность,Площадь квартиры,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Вид из окон,Временная эпоха,Высота потолков,Лифт,Материал стен,Консьерж,Территория,,Жилая площадь,Вид из окна,Парковка,Год постройки,Серия дома,Отопление,Балкон/лоджия,Срок сдачи,Отделка,Реновация
10700000,,1-комнатная,"30,4 м²",6 м²,5 из 5,совмещённый,1,Евро,,,,есть,,,,,,хрущевка,"2,7 м",есть,кирпич,,,Хорошая школа,"18,2 м²",во двор,закрытая,,,центральное,,,,
11300000,,1-комнатная,"30,4 м²",6 м²,6 из 9,,,Нужен ремонт,,,,нет,,,,,,,"2,64 м",есть,кирпич,,,Хорошая школа,18 м²,во двор,закрытая,,,центральное,,,,
9900000,,1-комнатная,"30,5 м²","5,3 м²",1 из 5,совмещённый,1,Евро,,,,,,,,,,хрущевка,"2,5 м",,кирпич,,,Хорошая школа,"18,6 м²",во двор,,,1-511,центральное,,,,
17500000,,1-комнатная,"30,5 м²",11 м²,20 из 20,,,Дизайнерский,есть,,,есть,,есть,,,,,"3,1 м",есть,кирпич-монолит,,,,14 м²,во двор,подземная,2022,,,есть,,,
13000000,,1-комнатная,"30,5 м²","5,7 м²",3 из 5,совмещённый,1,Дизайнерский,,,,есть,,,,,,хрущевка,"2,5 м",есть,кирпич,,,Хорошие школы,19 м²,на улицу,закрытая,,,центральное,,,,
11200000,,1-комнатная,"30,5 м²",6 м²,3 из 5,совмещённый,1,Евро,,,,есть,,,,,,хрущевка,,,кирпич,,,Хорошая школа,18 м²,во двор,закрытая,,1-511,центральное,,,,
9700000,,1-комнатная,"30,5 м²","7,7 м²",3 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,"17,4 м²",во двор,закрытая,,1-515,центральное,,,,
10800000,,1-комнатная,"30,5 м²",16 м²,5 из 5,совмещённый,1,Дизайнерский,,,,есть,,,,,,хрущевка,,есть,кирпич,,,,,во двор,,,1-511,центральное,,,,Подлежит реновации
11300000,,1-комнатная,"30,5 м²",9 м²,5 из 5,,,Евро,,,,,,,,,,,,,кирпич,,,,15 м²,,,,,,есть,,,
13000000,,1-комнатная,"30,6 м²",6 м²,1 из 9,раздельный,1,Хороший,,,,есть,,есть,,,,,"2,6 м",есть,панель,,,Хорошая школа,16 м²,на улицу,,,II-49,центральное,есть,,,
10400000,,1-комнатная,"30,6 м²",6 м²,10 из 12,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,"15,5 м²",во двор,,,II-49,центральное,,,,
9335388,,1-комнатная,"30,6 м²","11,2 м²",11 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"11,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
9351232,,1-комнатная,"30,6 м²","11,2 м²",13 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"11,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
10000000,,1-комнатная,"30,6 м²","6,5 м²",2 из 5,совмещённый,1,Хороший,,,,есть,,,,,,хрущевка,,есть,панель,,,Хорошие школы,19 м²,на улицу,закрытая,,1-515,центральное,,,,Подлежит реновации
10000000,,1-комнатная,"30,6 м²",6 м²,2 из 5,совмещённый,1,Хороший,,,,,,,,,,хрущевка,"2,5 м",есть,панель,,,Хорошие школы,19 м²,во двор,,,1-515,центральное,,,,Подлежит реновации
10000000,,1-комнатная,"30,6 м²",6 м²,2 из 5,совмещённый,1,,,,,нет,,,,,,хрущевка,"2,5 м",есть,панель,,,Хорошие школы,19 м²,во двор,,,1-515,центральное,есть,,,Подлежит реновации
9188926,,1-комнатная,"30,6 м²","11,2 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"11,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
10200000,,1-комнатная,"30,6 м²","5,6 м²",3 из 5,совмещённый,1,Хороший,,,,,,,,,во двор и на улицу,хрущевка,"2,75 м",,кирпич,,,Хорошие школы,"18,6 м²",,закрытая,,1-511,центральное,,,,
9204573,,1-комнатная,"30,6 м²","11,2 м²",5 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"11,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
9311659,,1-комнатная,"30,6 м²","11,2 м²",8 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"11,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
8420982,,1-комнатная,"30,6 м²","11,2 м²",8 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"11,2 м²",,,,,,,4 кв. 2026 г.,без отделки,
8650000,,1-комнатная,"30,7 м²","7,3 м²",1 из 12,раздельный,1,Хороший,,,,,,,,,,брежневка,"2,5 м",есть,панель,,,,15 м²,во двор,закрытая,,1605-АМ,центральное,есть,,,
8650000,,1-комнатная,"30,7 м²","7,3 м²",1 из 12,раздельный,1,Нужен ремонт,,,,,,,,,,брежневка,,есть,панель,,,,15 м²,во двор,,,1605-АМ,центральное,есть,,,
12000000,,1-комнатная,"30,7 м²",6 м²,2 из 5,,,Евро,,,,есть,,,,,,хрущевка,"2,5 м",есть,кирпич,,,Хорошая школа,18 м²,во двор,закрытая,,1-511,,,,,Подлежит реновации
10500000,,1-комнатная,"30,7 м²","5,3 м²",3 из 5,,,,,,,,,,,,,,,,кирпич,,,,"18,6 м²",,,,,,,,,
15800000,,1-комнатная,"30,7 м²",6 м²,5 из 9,совмещённый,1,,,,,нет,есть,есть,,,,брежневка,"2,6 м",есть,кирпич,,закрытая,,"18,5 м²",во двор,,,II-29,,есть,,,
10600000,,1-комнатная,"30,7 м²","6,4 м²",9 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,65 м",есть,кирпич,,,Хорошая школа,"18,1 м²",на улицу,закрытая,,II-29,центральное,,,,
27800080,,1-комнатная,"30,8 м²",,2 из 15,совмещённый,1,,,,,,,,,,,,,,монолит,,,,,,,,,,,2 кв. 2027 г.,чистовая,
14950000,,1-комнатная,"30,8 м²",6 м²,3 из 9,совмещённый,1,Дизайнерский,,,,есть,,,,,,сталинка,,есть,кирпич,,,Хорошая школа,18 м²,во двор,закрытая,,1-515,,,,,
8700000,,1-комнатная,"30,8 м²",6 м²,3 из 9,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,кирпич,,,Хорошие школы,17 м²,во двор,закрытая,,II-29,центральное,,,,
12000000,,1-комнатная,"30,9 м²","5,3 м²",1 из 5,совмещённый,1,Евро,,,,,,,,,,,"2,77 м",,кирпич,,,,,,,,,,,,,
9750000,,1-комнатная,"30,9 м²","6,8 м²",3 из 5,совмещённый,1,Хороший,,,,нет,,,,,,хрущевка,"2,5 м",есть,кирпич,,,,"16,6 м²",во двор,,,,центральное,,,,Подлежит реновации
13900000,,1-комнатная,"30,9 м²","7,4 м²",5 из 25,совмещённый,1,Черновая отделка,,,,,,,,,,,"3,2 м",есть,кирпич-монолит,,,,12 м²,,подземная,,,,,2025 г.,,
10990000,,1-комнатная,"30,9 м²","5,5 м²",7 из 9,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,,есть,панель,,,Хорошая школа,18 м²,на улицу,,,1-МГ-601,,есть,,,
8299999,,1-комнатная,30 м²,"3,7 м²",1 из 5,совмещённый,1,Евро,,,,есть,,,,,,,"3,7 м",есть,панель,,,Хорошая школа,"20,3 м²",во двор,закрытая,,,,есть,,,
10600000,,1-комнатная,30 м²,"6,5 м²",1 из 5,раздельный,1,Хороший,,,,,,,,,,хрущевка,,,кирпич,,,Хорошие школы,"17,6 м²",на улицу,закрытая,,1-511,центральное,,,,
10100000,,1-комнатная,30 м²,6 м²,1 из 5,раздельный,1,Нужен ремонт,,,,нет,,,,,,сталинка,"2,7 м",есть,кирпич,,,Хорошие школы,16 м²,на улицу,закрытая,,,,,,,
8700000,,1-комнатная,30 м²,6 м²,1 из 9,совмещённый,1,Нужен ремонт,,,,,,,,,,брежневка,"2,64 м",есть,кирпич,,,Хорошие школы,18 м²,во двор,,,II-29,центральное,,,,
11700000,,1-комнатная,30 м²,6 м²,1 из 9,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,55 м",есть,кирпич,,,Хорошие школы,18 м²,во двор,закрытая,,,,,,,
11700000,,1-комнатная,30 м²,"7,5 м²",15 из 19,совмещённый,1,Евро,,,,,,,,,,,"2,8 м",есть,монолит,,,Спортивная площадка,16 м²,на улицу,закрытая,2020,,центральное,,,,
8100000,,1-комнатная,30 м²,5 м²,2 из 23,совмещённый,1,Хороший,,,,,,,,,,,,есть,монолит,,,,22 м²,во двор,подземная,2020,,,,,,
9999579,,1-комнатная,30 м²,"5,3 м²",2 из 5,раздельный,1,,,,,,,,,,,хрущевка,,,кирпич,,,Хорошие школы,18 м²,во двор,,,,центральное,есть,,,
9999579,,1-комнатная,30 м²,"5,3 м²",2 из 5,раздельный,1,Хороший,,,,,,,,,,хрущевка,,,кирпич,,,Хорошие школы,18 м²,во двор,,,,центральное,,,,
10200000,,1-комнатная,30 м²,6 м²,2 из 5,совмещённый,1,Нужен ремонт,,,,,,,,,,хрущевка,"2,7 м",есть,кирпич,,,Хорошие школы,18 м²,во двор,закрытая,,,,,,,
11800000,,1-комнатная,30 м²,"7,7 м²",2 из 8,совмещённый,1,Хороший,,,,,,,,,,,"2,64 м",есть,блок,,,,"19,7 м²",во двор,закрытая,,II-18,центральное,,,,
16600000,апартаменты,1-комнатная,30 м²,8 м²,24 из 25,совмещённый,1,Дизайнерский,есть,есть,есть,есть,,есть,есть,есть,,,3 м,есть,монолит,,,Спортивная площадка,15 м²,во двор,подземная,2017,,центральное,,,,
16000000,апартаменты,1-комнатная,30 м²,7 м²,3 из 25,совмещённый,1,Дизайнерский,,есть,есть,есть,,есть,есть,есть,,,3 м,есть,монолит,,,Спортивная площадка,15 м²,во двор,подземная,2017,,центральное,,,,
9700000,,1-комнатная,30 м²,6 м²,3 из 5,совмещённый,1,Хороший,,,,,,,,,во двор и на улицу,,,,,,,,18 м²,,закрытая,,,,,,,
14000000,,1-комнатная,30 м²,6 м²,3 из 5,совмещённый,1,Дизайнерский,,,,есть,,,,,во двор и на улицу,хрущевка,,,,,,,,,закрытая,,,центральное,,,,
8000000,,1-комнатная,30 м²,6 м²,3 из 7,совмещённый,1,Евро,,,,есть,,,,,,,,есть,монолит,,,,16 м²,во двор,закрытая,2021,,,есть,,,
13950000,,1-комнатная,30 м²,6 м²,3 из 8,совмещённый,1,Евро,,,,,,,,,во двор и на улицу,,,есть,блок,,,Хорошие школы,15 м²,,,,II-18,центральное,,,,
13500000,,1-комнатная,30 м²,6 м²,3 из 8,совмещённый,1,Евро,,,,есть,,,,,,,,есть,блок,,,Хорошие школы,19 м²,во двор,,,II-18,центральное,,,,
10250000,,1-комнатная,30 м²,6 м²,3 из 9,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,кирпич,,,Хорошие школы,18 м²,во двор,закрытая,,II-29,центральное,,,,
12000000,,1-комнатная,30 м²,6 м²,4 из 5,совмещённый,1,Евро,,,,,,,,,,хрущевка,"2,8 м",есть,кирпич,,,Хорошая школа,"18,5 м²",во двор,закрытая,,1-511,центральное,,,,Подлежит реновации
9500000,,1-комнатная,30 м²,6 м²,4 из 5,совмещённый,1,,,,,,,,,,,,"2,75 м",,кирпич,,,,17 м²,,,,,,есть,,,
10500000,,1-комнатная,30 м²,"5,5 м²",5 из 5,совмещённый,1,Евро,,,,,,,,,,хрущевка,,,кирпич,,,Хорошая школа,"18,8 м²",во двор,закрытая,,1-511,центральное,,,,
10990000,,1-комнатная,30 м²,6 м²,5 из 5,совмещённый,1,,,,,,,,,,,хрущевка,,,кирпич,,,Хорошая школа,19 м²,во двор,,,1-511,центральное,есть,,,
10500000,,1-комнатная,30 м²,6 м²,5 из 5,,,,,,,,,,,,,,,,кирпич,,,,18 м²,,,,,центральное,,,,
6300000,,1-комнатная,30 м²,8 м²,6 из 9,,,,,,,,,,,,,,,,монолит,,,,,,,2022,,,,,,
6300000,,1-комнатная,30 м²,8 м²,8 из 9,,,,,,,,,,,,,,,,монолит,,,,,,,2022,,,,,,
10400000,,1-комнатная,30 м²,"6,4 м²",9 из 12,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,17 м²,на улицу,закрытая,,II-49,,есть,,,
10499000,,1-комнатная,30 м²,"5,7 м²",9 из 9,совмещённый,1,Нужен ремонт,,,,,,,,,,брежневка,"2,6 м",есть,,,,Хорошие школы,"17,6 м²",во двор,,,,центральное,,,,
16500000,,1-комнатная,"31,1 м²",10 м²,18 из 27,совмещённый,1,Нужен ремонт,есть,,,,,,,,,,3 м,есть,монолит,,,,"13,5 м²",на улицу,подземная,2024,,,,,,
10600000,,1-комнатная,"31,1 м²","5,5 м²",2 из 21,,,,,,,,,,,,,,,,,,,,20 м²,,,2020,,,,,,
19527690,,1-комнатная,"31,1 м²",,38 из 45,совмещённый,1,,,,,,,,,,,,3 м,есть,кирпич-монолит,,,Спортивная площадка,"11,3 м²",на улицу,закрытая,,,,,1 кв. 2028 г.,предчистовая,
14000000,,1-комнатная,"31,1 м²","5,5 м²",9 из 9,совмещённый,1,Евро,,,,есть,,,,,во двор и на улицу,,,есть,блок,,,,"20,9 м²",,закрытая,,II-18,,,,,
10500000,,1-комнатная,"31,2 м²",6 м²,2 из 5,совмещённый,1,Хороший,,,,,,,,,,хрущевка,,,кирпич,,,,19 м²,во двор,,,1-511,,есть,,,
