price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Мебель,Вид из окна,Серия дома,Лифт,Материал стен,Отопление,Парковка,,Высота потолков,Балкон/лоджия,Отделка,Срок сдачи,Тип жилья,Кондиционер,Кухонная мебель,Временная эпоха,Год постройки,Интернет,Вид из окон,Реновация,Территория,Холодильник,Стиральная машина,Телевизор,Посудомойка,Консьерж
13800000,1-комнатная,38 м²,"19,1 м²",8 м²,11 из 17,совмещённый,1,Дизайнерский,,на улицу,,есть,панель,,,Спортивная площадка,"2,7 м",есть,,,,,,,,,,,,,,,,
11000000,1-комнатная,38 м²,19 м²,8 м²,11 из 17,совмещённый,1,Хороший,,во двор,П-44,есть,панель,центральное,закрытая,Хорошая школа,"2,7 м",есть,,,,,,,,,,,,,,,,
15488782,1-комнатная,38 м²,"13,2 м²","15,1 м²",11 из 19,совмещённый,1,,,,,есть,монолит,,открытая,,"2,87 м",,без отделки,4 кв. 2026 г.,,,,,,,,,,,,,,
14900000,1-комнатная,38 м²,13 м²,12 м²,11 из 24,совмещённый,1,Евро,есть,во двор,,есть,монолит,,подземная,,"2,82 м",,,,,,,,2021,,,,,,,,,
10100000,1-комнатная,38 м²,"19,1 м²","7,4 м²",12 из 17,совмещённый,1,Хороший,,на улицу,П-44Т,есть,панель,центральное,закрытая,Спортивная площадка,"2,66 м",есть,,,,,,,,,,,,,,,,
10100000,1-комнатная,38 м²,"19,1 м²","7,4 м²",12 из 17,совмещённый,1,Евро,,на улицу,П-44Т,есть,панель,центральное,открытая,Спортивная площадка,"2,66 м",есть,,,,,,,,,,,,,,,,
15528828,1-комнатная,38 м²,"13,2 м²","15,1 м²",12 из 19,совмещённый,1,,,,,есть,монолит,,открытая,,"2,87 м",,без отделки,4 кв. 2026 г.,,,,,,,,,,,,,,
16000000,1-комнатная,38 м²,"11,6 м²","16,5 м²",12 из 25,совмещённый,1,Черновая отделка,,на улицу,,есть,монолит,,подземная,,"3,1 м",,,,,,,,2024,,,,,,,,,
20000000,1-комнатная,38 м²,"21,6 м²","8,2 м²",12 из 43,совмещённый,1,Чистовая отделка,,,,есть,кирпич-монолит,,подземная,Хорошая школа,3 м,,,,,,,,2024,,во двор и на улицу,,,,,,,
9740000,1-комнатная,38 м²,"19,1 м²","7,4 м²",13 из 16,совмещённый,1,Хороший,,во двор,П-44Т,есть,панель,центральное,закрытая,,"2,74 м",есть,,,,,,,,,,,,,,,,
15900000,1-комнатная,38 м²,"18,5 м²","9,5 м²",13 из 16,совмещённый,1,Нужен ремонт,,во двор,II-68,есть,панель,центральное,закрытая,Хорошие школы,"2,7 м",есть,,,,,,,,,,,,,,,,
11590000,1-комнатная,38 м²,"19,2 м²",10 м²,13 из 16,совмещённый,1,Дизайнерский,,на улицу,,есть,панель,,закрытая,,"2,5 м",есть,,,,,,,,,,,,,,,,
11200000,1-комнатная,38 м²,"19,3 м²",8 м²,13 из 17,совмещённый,1,Хороший,есть,во двор,П-44,есть,панель,центральное,закрытая,Спортивная площадка,"2,75 м",,,,,,,,,,,,,,,,,
9990000,1-комнатная,38 м²,19 м²,"10,1 м²",13 из 17,,,,,,,,панель,,,,,,,,,,,,2017,,,,,,,,,
11500000,1-комнатная,38 м²,22 м²,14 м²,13 из 19,совмещённый,1,Нужен ремонт,нет,во двор,,есть,,,подземная,,,есть,,,,,,,2022,,,,,,,,,
19100000,1-комнатная,38 м²,20 м²,10 м²,13 из 23,совмещённый,1,Хороший,,во двор,,есть,монолит,,,,"3,3 м",есть,,,,,,,2023,,,,,,,,,
18700000,1-комнатная,38 м²,21 м²,6 м²,13 из 28,совмещённый,1,Дизайнерский,есть,во двор,,есть,монолит,,подземная,,"2,95 м",,,,,есть,есть,,2022,,,,,есть,есть,есть,,
13400000,1-комнатная,38 м²,20 м²,7 м²,14 из 14,совмещённый,1,Дизайнерский,,во двор,П-3М,есть,панель,центральное,,,,,,,,,,,,,,,,,,,,
10500000,1-комнатная,38 м²,19 м²,"7,5 м²",14 из 14,совмещённый,1,Хороший,,во двор,П-44Т,есть,панель,,закрытая,,"2,65 м",есть,,,,,,,,,,,,,,,,
12000000,1-комнатная,38 м²,19 м²,"8,4 м²",14 из 17,совмещённый,1,Нужен ремонт,,,П-44,есть,панель,центральное,,Спортивная площадка,"2,64 м",есть,,,,,,,,,,,,,,,,
13950000,1-комнатная,38 м²,19 м²,8 м²,15 из 16,совмещённый,1,,,,П-44,есть,панель,центральное,,Хорошие школы,"2,64 м",,,,,,,,,,,,,,,,,
11800000,1-комнатная,38 м²,19 м²,9 м²,15 из 17,совмещённый,1,Хороший,есть,во двор,П-44,есть,панель,,закрытая,,"2,7 м",,,,,,,,,,,,,,,,,
11900000,1-комнатная,38 м²,"18,9 м²","8,4 м²",15 из 17,совмещённый,1,,,во двор,П-44,есть,панель,,,,,есть,,,,,,,,,,,,,,,,
9000000,1-комнатная,38 м²,20 м²,8 м²,15 из 17,совмещённый,1,Хороший,,во двор,П-44,есть,панель,центральное,закрытая,,"2,64 м",есть,,,,,,,,,,,,,,,,
11999000,1-комнатная,38 м²,19 м²,"7,3 м²",16 из 17,совмещённый,1,Евро,есть,во двор,П-44Т,есть,панель,центральное,,Спортивная площадка,"2,7 м",есть,,,,есть,есть,,2017,есть,,,,есть,есть,есть,есть,есть
14700000,1-комнатная,38 м²,20 м²,"8,5 м²",17 из 17,совмещённый,1,,есть,во двор,П-44,есть,панель,центральное,,Хорошие школы,"2,64 м",есть,,,,есть,есть,,,,,,,,,,,
11950000,1-комнатная,38 м²,19 м²,"8,6 м²",17 из 17,совмещённый,1,Евро,есть,во двор,П-44,есть,панель,центральное,закрытая,Спортивная площадка,"2,7 м",,,,,,,,,,,,,,,,,
11500000,1-комнатная,38 м²,"19,5 м²",9 м²,17 из 17,совмещённый,1,Хороший,,,П-44,есть,монолит,центральное,закрытая,Хорошая школа,"2,7 м",есть,,,,,,,,,во двор и на улицу,,,,,,,
14800000,1-комнатная,38 м²,20 м²,"8,5 м²",17 из 17,совмещённый,1,,,на улицу,П-44,есть,панель,центральное,,Хорошие школы,"2,64 м",есть,,,,,,,,,,,,,,,,
10500000,1-комнатная,38 м²,"18,9 м²","8,4 м²",17 из 17,совмещённый,1,Нужен ремонт,нет,во двор,П-44,есть,панель,центральное,,Спортивная площадка,"2,64 м",есть,,,,,,,,,,,,,,,,
14700000,1-комнатная,38 м²,20 м²,"8,5 м²",17 из 17,совмещённый,1,Евро,есть,во двор,П-44,есть,панель,центральное,закрытая,Хорошие школы,"2,64 м",,,,,,,,,,,,,,,,,
9700000,1-комнатная,38 м²,19 м²,"7,5 м²",17 из 17,совмещённый,1,Евро,,на улицу,П-44Т,есть,панель,центральное,закрытая,,"2,64 м",есть,,,,,,,,,,,,,,,,
11200000,1-комнатная,38 м²,"19,1 м²","8,4 м²",17 из 17,совмещённый,1,Нужен ремонт,,во двор,П-44,есть,монолит,центральное,закрытая,Спортивная площадка,"2,75 м",,,,,,,,,,,,,,,,,
11800000,1-комнатная,38 м²,19 м²,9 м²,17 из 17,совмещённый,1,,,,,есть,,,,,,есть,,,,,есть,,2016,есть,,,,,,,,
14700000,1-комнатная,38 м²,20 м²,"8,5 м²",17 из 17,совмещённый,1,Хороший,есть,во двор,П-44,есть,панель,центральное,,Хорошие школы,"2,64 м",есть,,,,,,,,,,,,,,,,
13000000,1-комнатная,38 м²,"18,9 м²","7,5 м²",2 из 13,совмещённый,1,,есть,во двор,,есть,панель,,,,"2,7 м",есть,,,,есть,есть,,,,,,,есть,,,,
11999999,1-комнатная,38 м²,19 м²,8 м²,2 из 16,совмещённый,1,Хороший,есть,на улицу,П-44,есть,монолит,центральное,закрытая,Фитнес клуб,"2,64 м",,,,,,,брежневка,,,,,,,,,,
11500000,1-комнатная,38 м²,20 м²,"8,5 м²",2 из 16,,,Евро,,,П-43,есть,панель,центральное,,Хорошие школы,"2,64 м",,,,,,,брежневка,,,,,,,,,,
16698377,1-комнатная,38 м²,"13,2 м²","15,1 м²",2 из 19,совмещённый,1,,,,,есть,монолит,,открытая,,"2,87 м",,,4 кв. 2026 г.,,,,,,,,,,,,,,
10590000,1-комнатная,38 м²,"19,7 м²","10,2 м²",2 из 22,совмещённый,1,,,,КОПЭ,есть,,центральное,,,"2,65 м",есть,,,,,,,,,,,,,,,,
18472029,1-комнатная,38 м²,"11,4 м²","14,1 м²",2 из 24,совмещённый,1,,,на улицу,,есть,монолит,центральное,закрытая,,"2,72 м",,без отделки,4 кв. 2026 г.,,,,хрущевка,,,,Подлежит реновации,закрытая,,,,,
8500000,1-комнатная,38 м²,20 м²,14 м²,2 из 5,,,,,,,,кирпич,,,,,,,,,,,,,,,,,,,,,
17939800,1-комнатная,38 м²,"22,4 м²",,2 из 59,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
11500000,1-комнатная,38 м²,19 м²,10 м²,2 из 8,,,Евро,есть,во двор,,есть,кирпич,,,Хорошие школы,,,,,,есть,есть,,,есть,,,закрытая,,,,,
14000000,1-комнатная,38 м²,20 м²,10 м²,22 из 24,раздельный,1,,нет,во двор,,есть,монолит,центральное,,Хорошая школа,"2,64 м",есть,,,,,,,,,,,,,,,,
14000000,1-комнатная,38 м²,20 м²,10 м²,22 из 24,раздельный,1,Хороший,есть,во двор,,есть,монолит,центральное,,Хорошая школа,"2,64 м",,,,,,,,,,,,,,,,,
30990000,1-комнатная,38 м²,"13,9 м²","15,4 м²",29 из 48,совмещённый,1,Дизайнерский,,на улицу,,есть,кирпич-монолит,,подземная,,"3,01 м",,,,,,,,2023,,,,,,,,,
9400000,1-комнатная,38 м²,20 м²,"6,5 м²",3 из 12,совмещённый,1,Хороший,,во двор,1605-АМ,есть,панель,центральное,закрытая,,"2,5 м",,,,,,,брежневка,,,,,,,,,,
12000000,1-комнатная,38 м²,20 м²,"8,5 м²",3 из 17,совмещённый,1,,,на улицу,П-44,есть,панель,центральное,,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
9100000,1-комнатная,38 м²,20 м²,9 м²,3 из 19,совмещённый,1,Евро,есть,на улицу,П-44К,есть,панель,центральное,закрытая,Спортивная площадка,"2,8 м",,,,,,,,2016,,,,,,,,,
13360000,1-комнатная,38 м²,13 м²,17 м²,3 из 8,совмещённый,1,Евро,есть,на улицу,,есть,кирпич-монолит,,подземная,,"2,9 м",есть,,,,,есть,,2021,,,,,,,,,
14000000,1-комнатная,38 м²,15 м²,"17,9 м²",30 из 33,совмещённый,1,Нужен ремонт,,на улицу,,,монолит,,,,"2,7 м",,,,,,,,2024,,,,,,,,,
19483276,1-комнатная,38 м²,"11,4 м²",,31 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19559843,1-комнатная,38 м²,"10,9 м²",,34 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
28105560,1-комнатная,38 м²,"12,2 м²",,35 из 36,,,,,,,,,,,,3 м,,чистовая,2025 г.,,,,,,,,,,,,,,
19599126,1-комнатная,38 м²,"11,4 м²",,35 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
26802540,1-комнатная,38 м²,"12,2 м²",,36 из 36,,,,,,,,,,,,3 м,,чистовая,2025 г.,,,,,,,,,,,,,,
15652253,1-комнатная,38 м²,"13,2 м²","15,1 м²",4 из 19,совмещённый,1,,,,,есть,монолит,,открытая,,"2,87 м",,,4 кв. 2026 г.,,,,,,,,,,,,,,
10499999,1-комнатная,38 м²,23 м²,10 м²,4 из 22,раздельный,1,Нужен ремонт,,во двор,КОПЭ,есть,панель,центральное,закрытая,Спортивная площадка,"2,6 м",,,,,,,,,,,,,,,,,
10499999,1-комнатная,38 м²,20 м²,"10,4 м²",4 из 22,раздельный,1,Нужен ремонт,нет,во двор,КОПЭ,есть,панель,центральное,,Спортивная площадка,"2,7 м",,,,,,,,,,,,,,,,,
7400000,1-комнатная,38 м²,18 м²,5 м²,4 из 6,совмещённый,1,,,на улицу,,есть,,,,,,,,,апартаменты,,,,2020,,,,,,,,,
17322490,1-комнатная,38 м²,"10,1 м²",,41 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
17367710,1-комнатная,38 м²,"10,1 м²",,44 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
11400000,1-комнатная,38 м²,19 м²,"8,4 м²",5 из 14,совмещённый,1,Хороший,,во двор,П-44,есть,панель,центральное,закрытая,,"2,65 м",есть,,,,,,,,,,,,,,,,
11400000,1-комнатная,38 м²,19 м²,"8,4 м²",5 из 14,совмещённый,1,,есть,во двор,П-44,есть,панель,центральное,,,"2,65 м",есть,,,,,есть,,,есть,,,,есть,есть,есть,,
10900000,1-комнатная,38 м²,19 м²,8 м²,5 из 17,совмещённый,1,Хороший,есть,во двор,П-44,есть,панель,центральное,закрытая,,"2,64 м",есть,,,,,,,,,,,,,,,,
8900000,1-комнатная,38 м²,18 м²,9 м²,5 из 17,раздельный,1,Нужен ремонт,нет,во двор,П-44,есть,,центральное,закрытая,Спортивная площадка,,есть,,,,,,,,,,,,,,,,
11000000,1-комнатная,38 м²,20 м²,"10,1 м²",5 из 22,раздельный,1,,,во двор,КОПЭ,есть,панель,,,Хорошая школа,,,,,,,,,,,,,,,,,,
20000000,1-комнатная,38 м²,17 м²,16 м²,6 из 16,совмещённый,1,Нужен ремонт,,,,есть,монолит,,подземная,,3 м,,,,,,,,2022,,,,,,,,,
