price,Комнатность,Площадь квартиры,Этаж,Отделка,Вид из окна,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Кол-во санузлов,Балкон/лоджия,Санузел,Ремонт,Мебель,Кухонная мебель,Отопление,,Тип жилья,Год постройки,Консьерж,Территория,Вид из окон,Временная эпоха,Серия дома,Кондиционер,Реновация,Посудомойка,Холодильник,Интернет,Телевизор,Стиральная машина
50577415,4-комнатная,"112,4 м²",12 из 15,предчистовая,во двор,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,,,,,,,,
37400000,4-комнатная,114 м²,12 из 29,,во двор,,"3,1 м",есть,монолит,подземная,"76,4 м²",30 м²,3,,совмещённый,Нужен ремонт,,,,,,2022,,,,,,,,,,,,
62000000,4-комнатная,114 м²,2 из 11,,во двор,,"3,4 м",есть,монолит,подземная,70 м²,28 м²,,есть,,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
44368944,4-комнатная,"115,6 м²",2 из 15,предчистовая,во двор,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,,,,,,,,
120000000,4-комнатная,115 м²,11 из 40,,,,"3,3 м",есть,монолит,подземная,75 м²,30 м²,3,,,Дизайнерский,,есть,,Спортивная площадка,,,,,во двор и на улицу,,,есть,,,,,,
60000000,4-комнатная,116 м²,3 из 17,,,,"3,2 м",есть,кирпич-монолит,подземная,68 м²,"15,5 м²",4,есть,,Нужен ремонт,,,,Спортивная площадка,,2021,,,во двор и на улицу,,,,,,,,,
44800000,4-комнатная,"117,2 м²",5 из 23,,во двор,,3 м,есть,кирпич-монолит,,"68,1 м²","14,4 м²",2,есть,совмещённый,Евро,нет,есть,центральное,Спортивная площадка,,,,закрытая,,,,есть,,,,,,
66448161,4-комнатная,"120,1 м²",3 из 19,без отделки,во двор,3 кв. 2025 г.,"3,02 м",есть,монолит,закрытая,"43,6 м²","54,7 м²",2,,,,,,,,,,есть,закрытая,,,,,,,,,,
55000000,4-комнатная,"120,4 м²",30 из 35,,,,3 м,есть,монолит,подземная,67 м²,24 м²,2,,,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
60000000,4-комнатная,120 м²,2 из 7,,,,"3,2 м",есть,кирпич,,,15 м²,2,,раздельный,Дизайнерский,есть,есть,центральное,Хорошая школа,,,,закрытая,во двор и на улицу,сталинка,II-05,есть,,есть,есть,есть,есть,есть
47500000,4-комнатная,120 м²,7 из 13,,,,"3,2 м",есть,монолит,,70 м²,30 м²,2,,совмещённый,Хороший,,,центральное,Спортивная площадка,,2019,,,,,,,,,,,,
44000000,4-комнатная,120 м²,7 из 23,,,,"2,8 м",есть,монолит,,70 м²,"19,9 м²",2,,,Евро,есть,есть,центральное,Спортивная площадка,,2017,,,во двор и на улицу,,,,,,,,,
56000000,4-комнатная,121 м²,20 из 28,,на улицу,,"3,2 м",есть,монолит,подземная,55 м²,"27,6 м²",3,есть,,Нужен ремонт,,,,,,2024,,,,,,,,,,,,
68000000,4-комнатная,"122,4 м²",9 из 24,,,,"3,1 м",есть,кирпич-монолит,,100 м²,10 м²,4,,,Нужен ремонт,,,,,,2018,,,во двор и на улицу,,,,,,,,,
101137257,4-комнатная,"122,7 м²",17 из 19,без отделки,во двор,3 кв. 2025 г.,"6,62 м",есть,монолит,закрытая,"51,6 м²","48,2 м²",2,,,,,,,,,,есть,закрытая,,,,,,,,,,
64000000,4-комнатная,125 м²,10 из 11,,на улицу,,"3,15 м",есть,монолит,подземная,"56,3 м²",45 м²,4,,,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
54900000,4-комнатная,"126,4 м²",22 из 41,,на улицу,,"3,1 м",есть,монолит,подземная,82 м²,20 м²,2,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2021,,,,,,есть,,,,,,
83904962,4-комнатная,"127,6 м²",18 из 23,без отделки,,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"58,2 м²",,,,,,,,,,,,есть,закрытая,,,,,,,,,,
79458400,4-комнатная,"127,9 м²",18 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,58 м²,,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
67900000,4-комнатная,129 м²,41 из 41,,,,"3,6 м",есть,монолит,подземная,100 м²,22 м²,3,есть,раздельный,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
68999999,4-комнатная,130 м²,13 из 14,,,,"3,1 м",есть,монолит,подземная,118 м²,10 м²,3,,,Дизайнерский,,,центральное,Хорошая школа,,,,,во двор и на улицу,,,,,,,,,
39900000,4-комнатная,130 м²,3 из 17,,во двор,,"2,7 м",есть,панель,,"76,3 м²","14,1 м²",2,есть,,,,,центральное,Хорошая школа,,,,,,,П-44,,,,,есть,,
91000000,4-комнатная,"131,1 м²",18 из 21,,,,"3,1 м",,кирпич-монолит,подземная,"98,5 м²","18,6 м²",2,,,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
75000000,4-комнатная,"131,9 м²",3 из 17,,,,3 м,есть,монолит,подземная,"79,1 м²",20 м²,3,,,Дизайнерский,,,,,,,,,во двор и на улицу,,,,,,,,,
86951522,4-комнатная,"132,6 м²",49 из 49,,,2025 г.,"4,7 м",,,,"66,8 м²",,,,,,,,,,,,,,,,,,,,,,,
63589712,4-комнатная,"132,9 м²",2 из 23,без отделки,,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"90,5 м²",,,,,,,,,,,,есть,закрытая,,,,,,,,,,
19000000,4-комнатная,132 м²,4 из 16,,,,,,,,"82,1 м²","20,4 м²",,,,,,,домовая котельная,Спортивная площадка,,,,,,,,,,,,,,
69000000,4-комнатная,"135,7 м²",25 из 46,,,,"3,1 м",есть,кирпич-монолит,подземная,"66,3 м²","43,3 м²",3,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2023,,,во двор и на улицу,,,,,,,,,
127000000,4-комнатная,135 м²,24 из 37,,на улицу,,"3,1 м",есть,монолит,подземная,90 м²,20 м²,3,,совмещённый,Евро,,есть,,,,,,,,,,есть,,,,,,
64120451,4-комнатная,"136,1 м²",18 из 24,без отделки,на улицу,,"4,2 м",,,,"89,4 м²",,,,,,,,,,,2024,,,,,,,,,,,,
64596795,4-комнатная,"136,1 м²",21 из 24,без отделки,на улицу,,"4,2 м",,,,"89,4 м²",,,,,,,,,,,2024,,,,,,,,,,,,
60286252,4-комнатная,"136,2 м²",19 из 24,без отделки,на улицу,,"4,2 м",,,,"89,4 м²",,,,,,,,,,,2024,,,,,,,,,,,,
64939316,4-комнатная,"136,2 м²",22 из 24,без отделки,на улицу,,"4,2 м",,,,"89,7 м²",,,,,,,,,,,2024,,,,,,,,,,,,
60052611,4-комнатная,"136,3 м²",18 из 24,без отделки,на улицу,,"4,2 м",,,,"89,7 м²",,,,,,,,,,,2024,,,,,,,,,,,,
60330515,4-комнатная,"136,3 м²",19 из 24,без отделки,на улицу,,"4,2 м",,,,"89,7 м²",,,,,,,,,,,2024,,,,,,,,,,,,
69491046,4-комнатная,"136,3 м²",22 из 24,без отделки,на улицу,,"4,2 м",,,,"89,7 м²",,,,,,,,,,,2024,,,,,,,,,,,,
112274876,4-комнатная,"137,2 м²",41 из 42,предчистовая,,3 кв. 2025 г.,3 м,есть,кирпич-монолит,закрытая,"48,7 м²",,1,,совмещённый,,,,,Спортивная площадка,,,,,,,,,,,,,,
130000000,4-комнатная,"138,3 м²",13 из 18,,во двор,,"3,1 м",есть,монолит,,"76,3 м²","15,1 м²",2,есть,совмещённый,Евро,есть,есть,центральное,,,,есть,закрытая,,,,есть,,есть,есть,,,есть
70000000,4-комнатная,"138,8 м²",4 из 59,,,,"2,8 м",есть,панель,подземная,"77,6 м²",28 м²,3,есть,,Дизайнерский,есть,есть,,,,2021,,,во двор и на улицу,,,есть,,,,,,
85000000,4-комнатная,"138,9 м²",10 из 34,,на улицу,,,есть,монолит,подземная,,"25,3 м²",3,,,Нужен ремонт,,,центральное,Спортивная площадка,апартаменты,2011,,,,сталинка,,,,,,,,
70000000,4-комнатная,"142,7 м²",5 из 59,,,,"2,8 м",есть,монолит,подземная,"77,5 м²",23 м²,3,есть,,Дизайнерский,есть,есть,,,,2021,,,во двор и на улицу,,,есть,,,,,,
108246750,4-комнатная,"142,9 м²",11 из 22,,,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,"70,3 м²","37,2 м²",1,,раздельный,,,,,,,,,закрытая,,,,,,,,,,
110490280,4-комнатная,"142,9 м²",13 из 22,,,3 кв. 2028 г.,"3,1 м",есть,монолит,закрытая,"70,3 м²","37,2 м²",1,,раздельный,,,,,,,,,закрытая,,,,,,,,,,
73046362,4-комнатная,"143,7 м²",30 из 30,без отделки,во двор,2 кв. 2025 г.,"3,95 м",,монолит,закрытая,"52,4 м²","54,5 м²",2,,,,,,центральное,,,,,закрытая,,хрущевка,,,Подлежит реновации,,,,,
130000000,4-комнатная,143 м²,30 из 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114553712,4-комнатная,"144,1 м²",32 из 32,предчистовая,,,3 м,есть,кирпич-монолит,закрытая,,,1,,совмещённый,,,,,Спортивная площадка,,2024,,,,,,,,,,,,
108776430,4-комнатная,"144,9 м²",10 из 22,,,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,"70,3 м²","37,2 м²",1,есть,раздельный,,,,,,,,,закрытая,,,,,,,,,,
110790540,4-комнатная,"144,9 м²",12 из 22,,,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,"70,3 м²","37,2 м²",1,есть,раздельный,,,,,,,,,закрытая,,,,,,,,,,
130000000,4-комнатная,"145,2 м²",15 из 29,,,,"3,2 м",есть,монолит,подземная,90 м²,"42,4 м²",2,,совмещённый,Дизайнерский,есть,есть,,,,2023,,,во двор и на улицу,,,есть,,,,,,
93000000,4-комнатная,"145,4 м²",8 из 25,,,,"6,5 м",есть,монолит,подземная,"91,7 м²","24,6 м²",3,,раздельный,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
72000000,4-комнатная,150 м²,5 из 38,,,,,есть,монолит,подземная,,60 м²,3,,,Дизайнерский,,,центральное,Спортивная площадка,,2003,,,во двор и на улицу,,,,,,,,,
231523500,4-комнатная,150 м²,8 из 9,,,,,есть,монолит,подземная,,20 м²,3,,,Нужен ремонт,,,,,,2021,,,во двор и на улицу,,,,,,,,,
203990000,4-комнатная,"151,6 м²",5 из 7,,во двор,4 кв. 2027 г.,"3,35 м",есть,монолит,,"56,8 м²","36,8 м²",2,есть,,,,,,,,,есть,закрытая,,,,,,,,,,
79900000,4-комнатная,151 м²,6 из 6,,,,6 м,есть,кирпич-монолит,подземная,100 м²,30 м²,3,,,Дизайнерский,,,,,апартаменты,2016,,,во двор и на улицу,,,,,,,,,
230310000,4-комнатная,152 м²,8 из 9,,во двор,3 кв. 2027 г.,"3,35 м",,монолит,,"60,3 м²","38,4 м²",2,есть,,,,,,Хорошие школы,,,есть,закрытая,,,,,,,,,,
101642378,4-комнатная,"153,2 м²",43 из 43,,,2025 г.,"4,7 м",,,,"75,8 м²",,,,,,,,,,,,,,,,,,,,,,,
198400000,4-комнатная,"153,8 м²",2 из 9,,во двор,3 кв. 2027 г.,"3,35 м",,монолит,,"60,3 м²","39,5 м²",2,есть,,,,,,Хорошие школы,,,есть,закрытая,,,,,,,,,,
67000000,4-комнатная,153 м²,34 из 35,,,,"3,1 м",есть,монолит,подземная,100 м²,45 м²,3,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2022,,,во двор и на улицу,,,,,,,,,
164000000,4-комнатная,154 м²,17 из 21,,,,"3,5 м",,монолит,подземная,113 м²,23 м²,3,,совмещённый,Дизайнерский,,,,,,2023,,,во двор и на улицу,,,,,,,,,
53999999,4-комнатная,154 м²,2 из 17,,,,,,,,85 м²,20 м²,,,,,есть,есть,центральное,,,,,,,,,,,,есть,,,
235000000,4-комнатная,156 м²,6 из 6,,,,,есть,монолит,,96 м²,39 м²,,есть,,Черновая отделка,,,,,апартаменты,2018,,,,,,,,,,,,
189000000,4-комнатная,161 м²,11 из 21,,,,3 м,есть,кирпич-монолит,подземная,99 м²,25 м²,3,есть,совмещённый,Дизайнерский,,есть,,,,2023,,,во двор и на улицу,,,есть,,есть,есть,,есть,
172000000,4-комнатная,161 м²,6 из 21,,во двор,,"3,2 м",есть,монолит,подземная,100 м²,20 м²,3,есть,совмещённый,Евро,,есть,,,,2023,,,,,,есть,,,,,,
128428520,4-комнатная,"166,1 м²",13 из 18,,,3 кв. 2028 г.,"3,03 м",есть,монолит,закрытая,"61,6 м²","56,2 м²",1,есть,раздельный,,,,,,,,,закрытая,,,,,,,,,,
149000000,4-комнатная,167 м²,10 из 12,,,,"3,65 м",есть,блок,подземная,"123,8 м²",18 м²,3,есть,совмещённый,Нужен ремонт,,,,,,2024,,,во двор и на улицу,,,,,,,,,
90000000,4-комнатная,167 м²,16 из 29,,,,3 м,есть,кирпич-монолит,подземная,"80,7 м²",18 м²,4,есть,раздельный,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
130000000,4-комнатная,172 м²,14 из 14,,,,"4,3 м",есть,монолит,подземная,69 м²,41 м²,3,,,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
238190000,4-комнатная,174 м²,3 из 9,,во двор,4 кв. 2027 г.,"3,35 м",есть,монолит,,"54,5 м²","48,7 м²",2,есть,,,,,,,,,есть,закрытая,,,,,,,,,,
98000000,4-комнатная,"176,6 м²",9 из 18,,,,,есть,монолит,,106 м²,"19,3 м²",,есть,,,есть,,центральное,Спортивная площадка,,,,,,,,,,,,,,
234110000,4-комнатная,"176,7 м²",3 из 7,,,4 кв. 2027 г.,"3,35 м",есть,монолит,,,,,есть,,,,,,,,,есть,закрытая,,,,,,,,,,
84799999,4-комнатная,180 м²,10 из 34,,,,,,монолит,,105 м²,30 м²,,,,,есть,есть,центральное,Хорошие школы,,2010,,,,,,,,,есть,,,есть
154225090,4-комнатная,"184,9 м²",16 из 18,,,3 кв. 2028 г.,"3,67 м",есть,монолит,закрытая,72 м²,"57,1 м²",1,есть,раздельный,,,,,,,,,закрытая,,,,,,,,,,
82000000,4-комнатная,"185,6 м²",6 из 38,,,,"2,8 м",есть,монолит,,"89,3 м²","38,3 м²",2,есть,раздельный,Нужен ремонт,нет,,,Хорошие школы,,,есть,закрытая,во двор и на улицу,,,,,,,,,
339130240,4-комнатная,186 м²,10 из 10,,,,,,,,,,,,,,,,,,,,,,,,II-05,,,,,,,
105000000,4-комнатная,186 м²,8 из 8,,,,"3,2 м",есть,монолит,,,20 м²,3,есть,совмещённый,Дизайнерский,есть,есть,центральное,,,,,,,,,,,,,,,
270000000,4-комнатная,187 м²,17 из 21,,,,3 м,есть,кирпич-монолит,подземная,100 м²,44 м²,2,есть,,Дизайнерский,,есть,,,,2023,,,во двор и на улицу,,,есть,,есть,есть,,есть,
129000000,4-комнатная,190 м²,1 из 6,,,,3 м,есть,монолит,,100 м²,24 м²,1,,раздельный,Нужен ремонт,,,,Хорошая школа,,,,,во двор и на улицу,,,,,,,,,
311300000,4-комнатная,190 м²,8 из 12,,,,"3,5 м",есть,монолит,,110 м²,22 м²,3,есть,,Черновая отделка,,,,,,,,,,,,,,,,,,
87000000,4-комнатная,196 м²,14 из 25,,во двор,,"3,1 м",есть,монолит,подземная,150 м²,20 м²,3,есть,совмещённый,Дизайнерский,,есть,центральное,Спортивная площадка,,,,,,сталинка,,есть,,,,,,
100000000,4-комнатная,200 м²,5 из 36,,во двор,,"3,1 м",есть,монолит,,,50 м²,2,есть,совмещённый,Дизайнерский,есть,есть,,Фитнес клуб,,,есть,закрытая,,,,есть,,есть,есть,есть,есть,есть
309000000,4-комнатная,201 м²,7 из 10,,,,,есть,монолит,,100 м²,50 м²,3,есть,совмещённый,Дизайнерский,,,центральное,Спортивная площадка,,,,,,,,,,,,,,
